"","site","parameter","date","year","month","day","hour","aqi","unit","duration","qc_name","aqi_categ"
"3462","Hanoi","PM2.5 - Principal","2015-05-25T06:00:00Z",2015,5,25,6,NA,"UG/M3","1 Hr","Missing",NA
"3463","Hanoi","PM2.5 - Principal","2015-05-25T07:00:00Z",2015,5,25,7,NA,"UG/M3","1 Hr","Missing",NA
"3464","Hanoi","PM2.5 - Principal","2015-05-25T08:00:00Z",2015,5,25,8,NA,"UG/M3","1 Hr","Missing",NA
"3465","Hanoi","PM2.5 - Principal","2015-05-25T09:00:00Z",2015,5,25,9,NA,"UG/M3","1 Hr","Missing",NA
"3466","Hanoi","PM2.5 - Principal","2015-05-25T10:00:00Z",2015,5,25,10,NA,"UG/M3","1 Hr","Missing",NA
"3467","Hanoi","PM2.5 - Principal","2015-05-25T11:00:00Z",2015,5,25,11,NA,"UG/M3","1 Hr","Missing",NA
"3468","Hanoi","PM2.5 - Principal","2015-05-25T12:00:00Z",2015,5,25,12,NA,"UG/M3","1 Hr","Missing",NA
"3469","Hanoi","PM2.5 - Principal","2015-05-25T13:00:00Z",2015,5,25,13,NA,"UG/M3","1 Hr","Missing",NA
"3470","Hanoi","PM2.5 - Principal","2015-05-25T14:00:00Z",2015,5,25,14,NA,"UG/M3","1 Hr","Missing",NA
"3471","Hanoi","PM2.5 - Principal","2015-05-25T15:00:00Z",2015,5,25,15,NA,"UG/M3","1 Hr","Missing",NA
"3472","Hanoi","PM2.5 - Principal","2015-05-25T16:00:00Z",2015,5,25,16,NA,"UG/M3","1 Hr","Missing",NA
"3473","Hanoi","PM2.5 - Principal","2015-05-25T17:00:00Z",2015,5,25,17,NA,"UG/M3","1 Hr","Missing",NA
"3474","Hanoi","PM2.5 - Principal","2015-05-25T18:00:00Z",2015,5,25,18,NA,"UG/M3","1 Hr","Missing",NA
"3475","Hanoi","PM2.5 - Principal","2015-05-25T19:00:00Z",2015,5,25,19,NA,"UG/M3","1 Hr","Missing",NA
"3476","Hanoi","PM2.5 - Principal","2015-05-25T20:00:00Z",2015,5,25,20,NA,"UG/M3","1 Hr","Missing",NA
"3477","Hanoi","PM2.5 - Principal","2015-05-25T21:00:00Z",2015,5,25,21,NA,"UG/M3","1 Hr","Missing",NA
"3478","Hanoi","PM2.5 - Principal","2015-05-25T22:00:00Z",2015,5,25,22,NA,"UG/M3","1 Hr","Missing",NA
"3479","Hanoi","PM2.5 - Principal","2015-05-25T23:00:00Z",2015,5,25,23,NA,"UG/M3","1 Hr","Missing",NA
"3480","Hanoi","PM2.5 - Principal","2015-05-26T00:00:00Z",2015,5,26,0,NA,"UG/M3","1 Hr","Missing",NA
"3481","Hanoi","PM2.5 - Principal","2015-05-26T01:00:00Z",2015,5,26,1,NA,"UG/M3","1 Hr","Missing",NA
"3482","Hanoi","PM2.5 - Principal","2015-05-26T02:00:00Z",2015,5,26,2,NA,"UG/M3","1 Hr","Missing",NA
"3483","Hanoi","PM2.5 - Principal","2015-05-26T03:00:00Z",2015,5,26,3,NA,"UG/M3","1 Hr","Missing",NA
"3484","Hanoi","PM2.5 - Principal","2015-05-26T04:00:00Z",2015,5,26,4,NA,"UG/M3","1 Hr","Missing",NA
"3485","Hanoi","PM2.5 - Principal","2015-05-26T05:00:00Z",2015,5,26,5,NA,"UG/M3","1 Hr","Missing",NA
"3486","Hanoi","PM2.5 - Principal","2015-05-26T06:00:00Z",2015,5,26,6,NA,"UG/M3","1 Hr","Missing",NA
"3487","Hanoi","PM2.5 - Principal","2015-05-26T07:00:00Z",2015,5,26,7,NA,"UG/M3","1 Hr","Missing",NA
"3488","Hanoi","PM2.5 - Principal","2015-05-26T08:00:00Z",2015,5,26,8,NA,"UG/M3","1 Hr","Missing",NA
"3489","Hanoi","PM2.5 - Principal","2015-05-26T09:00:00Z",2015,5,26,9,NA,"UG/M3","1 Hr","Missing",NA
"3490","Hanoi","PM2.5 - Principal","2015-05-26T10:00:00Z",2015,5,26,10,NA,"UG/M3","1 Hr","Missing",NA
"3491","Hanoi","PM2.5 - Principal","2015-05-26T11:00:00Z",2015,5,26,11,NA,"UG/M3","1 Hr","Missing",NA
"3492","Hanoi","PM2.5 - Principal","2015-05-26T12:00:00Z",2015,5,26,12,NA,"UG/M3","1 Hr","Missing",NA
"3493","Hanoi","PM2.5 - Principal","2015-05-26T13:00:00Z",2015,5,26,13,NA,"UG/M3","1 Hr","Missing",NA
"3494","Hanoi","PM2.5 - Principal","2015-05-26T14:00:00Z",2015,5,26,14,NA,"UG/M3","1 Hr","Missing",NA
"3495","Hanoi","PM2.5 - Principal","2015-05-26T15:00:00Z",2015,5,26,15,NA,"UG/M3","1 Hr","Missing",NA
"3496","Hanoi","PM2.5 - Principal","2015-05-26T16:00:00Z",2015,5,26,16,NA,"UG/M3","1 Hr","Missing",NA
"3497","Hanoi","PM2.5 - Principal","2015-05-26T17:00:00Z",2015,5,26,17,NA,"UG/M3","1 Hr","Missing",NA
"3498","Hanoi","PM2.5 - Principal","2015-05-26T18:00:00Z",2015,5,26,18,NA,"UG/M3","1 Hr","Missing",NA
"3499","Hanoi","PM2.5 - Principal","2015-05-26T19:00:00Z",2015,5,26,19,NA,"UG/M3","1 Hr","Missing",NA
"3500","Hanoi","PM2.5 - Principal","2015-05-26T20:00:00Z",2015,5,26,20,NA,"UG/M3","1 Hr","Missing",NA
"3501","Hanoi","PM2.5 - Principal","2015-05-26T21:00:00Z",2015,5,26,21,NA,"UG/M3","1 Hr","Missing",NA
"3502","Hanoi","PM2.5 - Principal","2015-05-26T22:00:00Z",2015,5,26,22,NA,"UG/M3","1 Hr","Missing",NA
"3503","Hanoi","PM2.5 - Principal","2015-05-26T23:00:00Z",2015,5,26,23,NA,"UG/M3","1 Hr","Missing",NA
"3504","Hanoi","PM2.5 - Principal","2015-05-27T00:00:00Z",2015,5,27,0,NA,"UG/M3","1 Hr","Missing",NA
"3505","Hanoi","PM2.5 - Principal","2015-05-27T01:00:00Z",2015,5,27,1,NA,"UG/M3","1 Hr","Missing",NA
"3506","Hanoi","PM2.5 - Principal","2015-05-27T02:00:00Z",2015,5,27,2,NA,"UG/M3","1 Hr","Missing",NA
"3507","Hanoi","PM2.5 - Principal","2015-05-27T03:00:00Z",2015,5,27,3,NA,"UG/M3","1 Hr","Missing",NA
"3508","Hanoi","PM2.5 - Principal","2015-05-27T04:00:00Z",2015,5,27,4,NA,"UG/M3","1 Hr","Missing",NA
"3509","Hanoi","PM2.5 - Principal","2015-05-27T05:00:00Z",2015,5,27,5,NA,"UG/M3","1 Hr","Missing",NA
"3510","Hanoi","PM2.5 - Principal","2015-05-27T06:00:00Z",2015,5,27,6,NA,"UG/M3","1 Hr","Missing",NA
"3511","Hanoi","PM2.5 - Principal","2015-05-27T07:00:00Z",2015,5,27,7,NA,"UG/M3","1 Hr","Missing",NA
"3512","Hanoi","PM2.5 - Principal","2015-05-27T08:00:00Z",2015,5,27,8,NA,"UG/M3","1 Hr","Missing",NA
"3513","Hanoi","PM2.5 - Principal","2015-05-27T09:00:00Z",2015,5,27,9,NA,"UG/M3","1 Hr","Missing",NA
"3514","Hanoi","PM2.5 - Principal","2015-05-27T10:00:00Z",2015,5,27,10,NA,"UG/M3","1 Hr","Missing",NA
"3515","Hanoi","PM2.5 - Principal","2015-05-27T11:00:00Z",2015,5,27,11,NA,"UG/M3","1 Hr","Missing",NA
"3516","Hanoi","PM2.5 - Principal","2015-05-27T12:00:00Z",2015,5,27,12,NA,"UG/M3","1 Hr","Missing",NA
"3517","Hanoi","PM2.5 - Principal","2015-05-27T13:00:00Z",2015,5,27,13,NA,"UG/M3","1 Hr","Missing",NA
"3518","Hanoi","PM2.5 - Principal","2015-05-27T14:00:00Z",2015,5,27,14,NA,"UG/M3","1 Hr","Missing",NA
"3519","Hanoi","PM2.5 - Principal","2015-05-27T15:00:00Z",2015,5,27,15,NA,"UG/M3","1 Hr","Missing",NA
"3520","Hanoi","PM2.5 - Principal","2015-05-27T16:00:00Z",2015,5,27,16,NA,"UG/M3","1 Hr","Missing",NA
"3521","Hanoi","PM2.5 - Principal","2015-05-27T17:00:00Z",2015,5,27,17,NA,"UG/M3","1 Hr","Missing",NA
"3522","Hanoi","PM2.5 - Principal","2015-05-27T18:00:00Z",2015,5,27,18,NA,"UG/M3","1 Hr","Missing",NA
"3523","Hanoi","PM2.5 - Principal","2015-05-27T19:00:00Z",2015,5,27,19,NA,"UG/M3","1 Hr","Missing",NA
"3524","Hanoi","PM2.5 - Principal","2015-05-27T20:00:00Z",2015,5,27,20,NA,"UG/M3","1 Hr","Missing",NA
"3525","Hanoi","PM2.5 - Principal","2015-05-27T21:00:00Z",2015,5,27,21,NA,"UG/M3","1 Hr","Missing",NA
"3526","Hanoi","PM2.5 - Principal","2015-05-27T22:00:00Z",2015,5,27,22,NA,"UG/M3","1 Hr","Missing",NA
"3527","Hanoi","PM2.5 - Principal","2015-05-27T23:00:00Z",2015,5,27,23,NA,"UG/M3","1 Hr","Missing",NA
"3528","Hanoi","PM2.5 - Principal","2015-05-28T00:00:00Z",2015,5,28,0,NA,"UG/M3","1 Hr","Missing",NA
"3529","Hanoi","PM2.5 - Principal","2015-05-28T01:00:00Z",2015,5,28,1,NA,"UG/M3","1 Hr","Missing",NA
"3530","Hanoi","PM2.5 - Principal","2015-05-28T02:00:00Z",2015,5,28,2,NA,"UG/M3","1 Hr","Missing",NA
"3531","Hanoi","PM2.5 - Principal","2015-05-28T03:00:00Z",2015,5,28,3,NA,"UG/M3","1 Hr","Missing",NA
"3532","Hanoi","PM2.5 - Principal","2015-05-28T04:00:00Z",2015,5,28,4,NA,"UG/M3","1 Hr","Missing",NA
"3533","Hanoi","PM2.5 - Principal","2015-05-28T05:00:00Z",2015,5,28,5,NA,"UG/M3","1 Hr","Missing",NA
"3534","Hanoi","PM2.5 - Principal","2015-05-28T06:00:00Z",2015,5,28,6,NA,"UG/M3","1 Hr","Missing",NA
"3535","Hanoi","PM2.5 - Principal","2015-05-28T07:00:00Z",2015,5,28,7,NA,"UG/M3","1 Hr","Missing",NA
"3536","Hanoi","PM2.5 - Principal","2015-05-28T08:00:00Z",2015,5,28,8,NA,"UG/M3","1 Hr","Missing",NA
"3537","Hanoi","PM2.5 - Principal","2015-05-28T09:00:00Z",2015,5,28,9,NA,"UG/M3","1 Hr","Missing",NA
"3538","Hanoi","PM2.5 - Principal","2015-05-28T10:00:00Z",2015,5,28,10,NA,"UG/M3","1 Hr","Missing",NA
"3539","Hanoi","PM2.5 - Principal","2015-05-28T11:00:00Z",2015,5,28,11,NA,"UG/M3","1 Hr","Missing",NA
"3540","Hanoi","PM2.5 - Principal","2015-05-28T12:00:00Z",2015,5,28,12,NA,"UG/M3","1 Hr","Missing",NA
"3541","Hanoi","PM2.5 - Principal","2015-05-28T13:00:00Z",2015,5,28,13,NA,"UG/M3","1 Hr","Missing",NA
"3542","Hanoi","PM2.5 - Principal","2015-05-28T14:00:00Z",2015,5,28,14,NA,"UG/M3","1 Hr","Missing",NA
"3543","Hanoi","PM2.5 - Principal","2015-05-28T15:00:00Z",2015,5,28,15,NA,"UG/M3","1 Hr","Missing",NA
"3544","Hanoi","PM2.5 - Principal","2015-05-28T16:00:00Z",2015,5,28,16,NA,"UG/M3","1 Hr","Missing",NA
"3545","Hanoi","PM2.5 - Principal","2015-05-28T17:00:00Z",2015,5,28,17,NA,"UG/M3","1 Hr","Missing",NA
"3546","Hanoi","PM2.5 - Principal","2015-05-28T18:00:00Z",2015,5,28,18,NA,"UG/M3","1 Hr","Missing",NA
"3547","Hanoi","PM2.5 - Principal","2015-05-28T19:00:00Z",2015,5,28,19,NA,"UG/M3","1 Hr","Missing",NA
"3548","Hanoi","PM2.5 - Principal","2015-05-28T20:00:00Z",2015,5,28,20,NA,"UG/M3","1 Hr","Missing",NA
"3549","Hanoi","PM2.5 - Principal","2015-05-28T21:00:00Z",2015,5,28,21,NA,"UG/M3","1 Hr","Missing",NA
"3550","Hanoi","PM2.5 - Principal","2015-05-28T22:00:00Z",2015,5,28,22,NA,"UG/M3","1 Hr","Missing",NA
"3551","Hanoi","PM2.5 - Principal","2015-05-28T23:00:00Z",2015,5,28,23,NA,"UG/M3","1 Hr","Missing",NA
"3552","Hanoi","PM2.5 - Principal","2015-05-29T00:00:00Z",2015,5,29,0,NA,"UG/M3","1 Hr","Missing",NA
"3553","Hanoi","PM2.5 - Principal","2015-05-29T01:00:00Z",2015,5,29,1,NA,"UG/M3","1 Hr","Missing",NA
"3554","Hanoi","PM2.5 - Principal","2015-05-29T02:00:00Z",2015,5,29,2,NA,"UG/M3","1 Hr","Missing",NA
"3555","Hanoi","PM2.5 - Principal","2015-05-29T03:00:00Z",2015,5,29,3,NA,"UG/M3","1 Hr","Missing",NA
"3556","Hanoi","PM2.5 - Principal","2015-05-29T04:00:00Z",2015,5,29,4,NA,"UG/M3","1 Hr","Missing",NA
"3557","Hanoi","PM2.5 - Principal","2015-05-29T05:00:00Z",2015,5,29,5,NA,"UG/M3","1 Hr","Missing",NA
"3558","Hanoi","PM2.5 - Principal","2015-05-29T06:00:00Z",2015,5,29,6,NA,"UG/M3","1 Hr","Missing",NA
"3559","Hanoi","PM2.5 - Principal","2015-05-29T07:00:00Z",2015,5,29,7,NA,"UG/M3","1 Hr","Missing",NA
"3560","Hanoi","PM2.5 - Principal","2015-05-29T08:00:00Z",2015,5,29,8,NA,"UG/M3","1 Hr","Missing",NA
"3561","Hanoi","PM2.5 - Principal","2015-05-29T09:00:00Z",2015,5,29,9,NA,"UG/M3","1 Hr","Missing",NA
"3562","Hanoi","PM2.5 - Principal","2015-05-29T10:00:00Z",2015,5,29,10,NA,"UG/M3","1 Hr","Missing",NA
"3563","Hanoi","PM2.5 - Principal","2015-05-29T11:00:00Z",2015,5,29,11,NA,"UG/M3","1 Hr","Missing",NA
"3564","Hanoi","PM2.5 - Principal","2015-05-29T12:00:00Z",2015,5,29,12,NA,"UG/M3","1 Hr","Missing",NA
"3565","Hanoi","PM2.5 - Principal","2015-05-29T13:00:00Z",2015,5,29,13,NA,"UG/M3","1 Hr","Missing",NA
"3566","Hanoi","PM2.5 - Principal","2015-05-29T14:00:00Z",2015,5,29,14,NA,"UG/M3","1 Hr","Missing",NA
"3567","Hanoi","PM2.5 - Principal","2015-05-29T15:00:00Z",2015,5,29,15,NA,"UG/M3","1 Hr","Missing",NA
"3568","Hanoi","PM2.5 - Principal","2015-05-29T16:00:00Z",2015,5,29,16,NA,"UG/M3","1 Hr","Missing",NA
"3569","Hanoi","PM2.5 - Principal","2015-05-29T17:00:00Z",2015,5,29,17,NA,"UG/M3","1 Hr","Missing",NA
"3570","Hanoi","PM2.5 - Principal","2015-05-29T18:00:00Z",2015,5,29,18,NA,"UG/M3","1 Hr","Missing",NA
"3571","Hanoi","PM2.5 - Principal","2015-05-29T19:00:00Z",2015,5,29,19,NA,"UG/M3","1 Hr","Missing",NA
"3572","Hanoi","PM2.5 - Principal","2015-05-29T20:00:00Z",2015,5,29,20,NA,"UG/M3","1 Hr","Missing",NA
"3573","Hanoi","PM2.5 - Principal","2015-05-29T21:00:00Z",2015,5,29,21,NA,"UG/M3","1 Hr","Missing",NA
"3574","Hanoi","PM2.5 - Principal","2015-05-29T22:00:00Z",2015,5,29,22,NA,"UG/M3","1 Hr","Missing",NA
"3575","Hanoi","PM2.5 - Principal","2015-05-29T23:00:00Z",2015,5,29,23,NA,"UG/M3","1 Hr","Missing",NA
"3576","Hanoi","PM2.5 - Principal","2015-05-30T00:00:00Z",2015,5,30,0,NA,"UG/M3","1 Hr","Missing",NA
"3577","Hanoi","PM2.5 - Principal","2015-05-30T01:00:00Z",2015,5,30,1,NA,"UG/M3","1 Hr","Missing",NA
"3578","Hanoi","PM2.5 - Principal","2015-05-30T02:00:00Z",2015,5,30,2,NA,"UG/M3","1 Hr","Missing",NA
"3579","Hanoi","PM2.5 - Principal","2015-05-30T03:00:00Z",2015,5,30,3,NA,"UG/M3","1 Hr","Missing",NA
"3580","Hanoi","PM2.5 - Principal","2015-05-30T04:00:00Z",2015,5,30,4,NA,"UG/M3","1 Hr","Missing",NA
"3581","Hanoi","PM2.5 - Principal","2015-05-30T05:00:00Z",2015,5,30,5,NA,"UG/M3","1 Hr","Missing",NA
"3582","Hanoi","PM2.5 - Principal","2015-05-30T06:00:00Z",2015,5,30,6,NA,"UG/M3","1 Hr","Missing",NA
"3583","Hanoi","PM2.5 - Principal","2015-05-30T07:00:00Z",2015,5,30,7,NA,"UG/M3","1 Hr","Missing",NA
"3584","Hanoi","PM2.5 - Principal","2015-05-30T08:00:00Z",2015,5,30,8,NA,"UG/M3","1 Hr","Missing",NA
"3585","Hanoi","PM2.5 - Principal","2015-05-30T09:00:00Z",2015,5,30,9,NA,"UG/M3","1 Hr","Missing",NA
"3586","Hanoi","PM2.5 - Principal","2015-05-30T10:00:00Z",2015,5,30,10,NA,"UG/M3","1 Hr","Missing",NA
"3587","Hanoi","PM2.5 - Principal","2015-05-30T11:00:00Z",2015,5,30,11,NA,"UG/M3","1 Hr","Missing",NA
"3588","Hanoi","PM2.5 - Principal","2015-05-30T12:00:00Z",2015,5,30,12,NA,"UG/M3","1 Hr","Missing",NA
"3589","Hanoi","PM2.5 - Principal","2015-05-30T13:00:00Z",2015,5,30,13,NA,"UG/M3","1 Hr","Missing",NA
"3590","Hanoi","PM2.5 - Principal","2015-05-30T14:00:00Z",2015,5,30,14,NA,"UG/M3","1 Hr","Missing",NA
"3591","Hanoi","PM2.5 - Principal","2015-05-30T15:00:00Z",2015,5,30,15,NA,"UG/M3","1 Hr","Missing",NA
"3592","Hanoi","PM2.5 - Principal","2015-05-30T16:00:00Z",2015,5,30,16,NA,"UG/M3","1 Hr","Missing",NA
"3593","Hanoi","PM2.5 - Principal","2015-05-30T17:00:00Z",2015,5,30,17,NA,"UG/M3","1 Hr","Missing",NA
"3594","Hanoi","PM2.5 - Principal","2015-05-30T18:00:00Z",2015,5,30,18,NA,"UG/M3","1 Hr","Missing",NA
"3595","Hanoi","PM2.5 - Principal","2015-05-30T19:00:00Z",2015,5,30,19,NA,"UG/M3","1 Hr","Missing",NA
"3596","Hanoi","PM2.5 - Principal","2015-05-30T20:00:00Z",2015,5,30,20,NA,"UG/M3","1 Hr","Missing",NA
"3597","Hanoi","PM2.5 - Principal","2015-05-30T21:00:00Z",2015,5,30,21,NA,"UG/M3","1 Hr","Missing",NA
"3598","Hanoi","PM2.5 - Principal","2015-05-30T22:00:00Z",2015,5,30,22,NA,"UG/M3","1 Hr","Missing",NA
"3599","Hanoi","PM2.5 - Principal","2015-05-30T23:00:00Z",2015,5,30,23,NA,"UG/M3","1 Hr","Missing",NA
"3600","Hanoi","PM2.5 - Principal","2015-05-31T00:00:00Z",2015,5,31,0,NA,"UG/M3","1 Hr","Missing",NA
"3601","Hanoi","PM2.5 - Principal","2015-05-31T01:00:00Z",2015,5,31,1,NA,"UG/M3","1 Hr","Missing",NA
"3602","Hanoi","PM2.5 - Principal","2015-05-31T02:00:00Z",2015,5,31,2,NA,"UG/M3","1 Hr","Missing",NA
"3603","Hanoi","PM2.5 - Principal","2015-05-31T03:00:00Z",2015,5,31,3,NA,"UG/M3","1 Hr","Missing",NA
"3604","Hanoi","PM2.5 - Principal","2015-05-31T04:00:00Z",2015,5,31,4,NA,"UG/M3","1 Hr","Missing",NA
"3605","Hanoi","PM2.5 - Principal","2015-05-31T05:00:00Z",2015,5,31,5,NA,"UG/M3","1 Hr","Missing",NA
"3606","Hanoi","PM2.5 - Principal","2015-05-31T06:00:00Z",2015,5,31,6,NA,"UG/M3","1 Hr","Missing",NA
"3607","Hanoi","PM2.5 - Principal","2015-05-31T07:00:00Z",2015,5,31,7,NA,"UG/M3","1 Hr","Missing",NA
"3608","Hanoi","PM2.5 - Principal","2015-05-31T08:00:00Z",2015,5,31,8,NA,"UG/M3","1 Hr","Missing",NA
"3609","Hanoi","PM2.5 - Principal","2015-05-31T09:00:00Z",2015,5,31,9,NA,"UG/M3","1 Hr","Missing",NA
"3610","Hanoi","PM2.5 - Principal","2015-05-31T10:00:00Z",2015,5,31,10,NA,"UG/M3","1 Hr","Missing",NA
"3611","Hanoi","PM2.5 - Principal","2015-05-31T11:00:00Z",2015,5,31,11,NA,"UG/M3","1 Hr","Missing",NA
"3612","Hanoi","PM2.5 - Principal","2015-05-31T12:00:00Z",2015,5,31,12,NA,"UG/M3","1 Hr","Missing",NA
"3613","Hanoi","PM2.5 - Principal","2015-05-31T13:00:00Z",2015,5,31,13,NA,"UG/M3","1 Hr","Missing",NA
"3614","Hanoi","PM2.5 - Principal","2015-05-31T14:00:00Z",2015,5,31,14,NA,"UG/M3","1 Hr","Missing",NA
"3615","Hanoi","PM2.5 - Principal","2015-05-31T15:00:00Z",2015,5,31,15,NA,"UG/M3","1 Hr","Missing",NA
"3616","Hanoi","PM2.5 - Principal","2015-05-31T16:00:00Z",2015,5,31,16,NA,"UG/M3","1 Hr","Missing",NA
"3617","Hanoi","PM2.5 - Principal","2015-05-31T17:00:00Z",2015,5,31,17,NA,"UG/M3","1 Hr","Missing",NA
"3618","Hanoi","PM2.5 - Principal","2015-05-31T18:00:00Z",2015,5,31,18,NA,"UG/M3","1 Hr","Missing",NA
"3619","Hanoi","PM2.5 - Principal","2015-05-31T19:00:00Z",2015,5,31,19,NA,"UG/M3","1 Hr","Missing",NA
"3620","Hanoi","PM2.5 - Principal","2015-05-31T20:00:00Z",2015,5,31,20,NA,"UG/M3","1 Hr","Missing",NA
"3621","Hanoi","PM2.5 - Principal","2015-05-31T21:00:00Z",2015,5,31,21,NA,"UG/M3","1 Hr","Missing",NA
"3622","Hanoi","PM2.5 - Principal","2015-05-31T22:00:00Z",2015,5,31,22,NA,"UG/M3","1 Hr","Missing",NA
"3623","Hanoi","PM2.5 - Principal","2015-05-31T23:00:00Z",2015,5,31,23,NA,"UG/M3","1 Hr","Missing",NA
"3624","Hanoi","PM2.5 - Principal","2015-06-01T00:00:00Z",2015,6,1,0,NA,"UG/M3","1 Hr","Missing",NA
"3625","Hanoi","PM2.5 - Principal","2015-06-01T01:00:00Z",2015,6,1,1,NA,"UG/M3","1 Hr","Missing",NA
"3626","Hanoi","PM2.5 - Principal","2015-06-01T02:00:00Z",2015,6,1,2,NA,"UG/M3","1 Hr","Missing",NA
"3627","Hanoi","PM2.5 - Principal","2015-06-01T03:00:00Z",2015,6,1,3,NA,"UG/M3","1 Hr","Missing",NA
"3628","Hanoi","PM2.5 - Principal","2015-06-01T04:00:00Z",2015,6,1,4,NA,"UG/M3","1 Hr","Missing",NA
"3629","Hanoi","PM2.5 - Principal","2015-06-01T05:00:00Z",2015,6,1,5,NA,"UG/M3","1 Hr","Missing",NA
"3630","Hanoi","PM2.5 - Principal","2015-06-01T06:00:00Z",2015,6,1,6,NA,"UG/M3","1 Hr","Missing",NA
"3631","Hanoi","PM2.5 - Principal","2015-06-01T07:00:00Z",2015,6,1,7,NA,"UG/M3","1 Hr","Missing",NA
"3632","Hanoi","PM2.5 - Principal","2015-06-01T08:00:00Z",2015,6,1,8,NA,"UG/M3","1 Hr","Missing",NA
"3633","Hanoi","PM2.5 - Principal","2015-06-01T09:00:00Z",2015,6,1,9,NA,"UG/M3","1 Hr","Missing",NA
"3634","Hanoi","PM2.5 - Principal","2015-06-01T10:00:00Z",2015,6,1,10,NA,"UG/M3","1 Hr","Missing",NA
"3635","Hanoi","PM2.5 - Principal","2015-06-01T11:00:00Z",2015,6,1,11,NA,"UG/M3","1 Hr","Missing",NA
"3636","Hanoi","PM2.5 - Principal","2015-06-01T12:00:00Z",2015,6,1,12,NA,"UG/M3","1 Hr","Missing",NA
"3637","Hanoi","PM2.5 - Principal","2015-06-01T13:00:00Z",2015,6,1,13,NA,"UG/M3","1 Hr","Missing",NA
"3638","Hanoi","PM2.5 - Principal","2015-06-01T14:00:00Z",2015,6,1,14,NA,"UG/M3","1 Hr","Missing",NA
"3639","Hanoi","PM2.5 - Principal","2015-06-01T15:00:00Z",2015,6,1,15,NA,"UG/M3","1 Hr","Missing",NA
"3640","Hanoi","PM2.5 - Principal","2015-06-01T16:00:00Z",2015,6,1,16,NA,"UG/M3","1 Hr","Missing",NA
"3641","Hanoi","PM2.5 - Principal","2015-06-01T17:00:00Z",2015,6,1,17,NA,"UG/M3","1 Hr","Missing",NA
"3642","Hanoi","PM2.5 - Principal","2015-06-01T18:00:00Z",2015,6,1,18,NA,"UG/M3","1 Hr","Missing",NA
"3643","Hanoi","PM2.5 - Principal","2015-06-01T19:00:00Z",2015,6,1,19,NA,"UG/M3","1 Hr","Missing",NA
"3644","Hanoi","PM2.5 - Principal","2015-06-01T20:00:00Z",2015,6,1,20,NA,"UG/M3","1 Hr","Missing",NA
"3645","Hanoi","PM2.5 - Principal","2015-06-01T21:00:00Z",2015,6,1,21,NA,"UG/M3","1 Hr","Missing",NA
"3646","Hanoi","PM2.5 - Principal","2015-06-01T22:00:00Z",2015,6,1,22,NA,"UG/M3","1 Hr","Missing",NA
"3647","Hanoi","PM2.5 - Principal","2015-06-01T23:00:00Z",2015,6,1,23,NA,"UG/M3","1 Hr","Missing",NA
"3648","Hanoi","PM2.5 - Principal","2015-06-02T00:00:00Z",2015,6,2,0,NA,"UG/M3","1 Hr","Missing",NA
"3649","Hanoi","PM2.5 - Principal","2015-06-02T01:00:00Z",2015,6,2,1,NA,"UG/M3","1 Hr","Missing",NA
"3650","Hanoi","PM2.5 - Principal","2015-06-02T02:00:00Z",2015,6,2,2,NA,"UG/M3","1 Hr","Missing",NA
"3651","Hanoi","PM2.5 - Principal","2015-06-02T03:00:00Z",2015,6,2,3,NA,"UG/M3","1 Hr","Missing",NA
"3652","Hanoi","PM2.5 - Principal","2015-06-02T04:00:00Z",2015,6,2,4,NA,"UG/M3","1 Hr","Missing",NA
"3653","Hanoi","PM2.5 - Principal","2015-06-02T05:00:00Z",2015,6,2,5,NA,"UG/M3","1 Hr","Missing",NA
"3654","Hanoi","PM2.5 - Principal","2015-06-02T06:00:00Z",2015,6,2,6,NA,"UG/M3","1 Hr","Missing",NA
"3655","Hanoi","PM2.5 - Principal","2015-06-02T07:00:00Z",2015,6,2,7,NA,"UG/M3","1 Hr","Missing",NA
"3656","Hanoi","PM2.5 - Principal","2015-06-02T08:00:00Z",2015,6,2,8,NA,"UG/M3","1 Hr","Missing",NA
"3657","Hanoi","PM2.5 - Principal","2015-06-02T09:00:00Z",2015,6,2,9,NA,"UG/M3","1 Hr","Missing",NA
"3658","Hanoi","PM2.5 - Principal","2015-06-02T10:00:00Z",2015,6,2,10,NA,"UG/M3","1 Hr","Missing",NA
"3659","Hanoi","PM2.5 - Principal","2015-06-02T11:00:00Z",2015,6,2,11,NA,"UG/M3","1 Hr","Missing",NA
"3660","Hanoi","PM2.5 - Principal","2015-06-02T12:00:00Z",2015,6,2,12,NA,"UG/M3","1 Hr","Missing",NA
"3661","Hanoi","PM2.5 - Principal","2015-06-02T13:00:00Z",2015,6,2,13,NA,"UG/M3","1 Hr","Missing",NA
"3662","Hanoi","PM2.5 - Principal","2015-06-02T14:00:00Z",2015,6,2,14,NA,"UG/M3","1 Hr","Missing",NA
"3663","Hanoi","PM2.5 - Principal","2015-06-02T15:00:00Z",2015,6,2,15,NA,"UG/M3","1 Hr","Missing",NA
"3664","Hanoi","PM2.5 - Principal","2015-06-02T16:00:00Z",2015,6,2,16,NA,"UG/M3","1 Hr","Missing",NA
"3665","Hanoi","PM2.5 - Principal","2015-06-02T17:00:00Z",2015,6,2,17,NA,"UG/M3","1 Hr","Missing",NA
"3666","Hanoi","PM2.5 - Principal","2015-06-02T18:00:00Z",2015,6,2,18,NA,"UG/M3","1 Hr","Missing",NA
