"","site","parameter","date","year","month","day","hour","aqi","unit","duration","qc_name","aqi_categ"
"1","Hanoi","PM2.5 - Principal","2015-01-01T01:00:00Z",2015,1,1,1,NA,"UG/M3","1 Hr","Missing",NA
"2","Hanoi","PM2.5 - Principal","2015-01-01T02:00:00Z",2015,1,1,2,NA,"UG/M3","1 Hr","Missing",NA
"3","Hanoi","PM2.5 - Principal","2015-01-01T03:00:00Z",2015,1,1,3,NA,"UG/M3","1 Hr","Missing",NA
"4","Hanoi","PM2.5 - Principal","2015-01-01T04:00:00Z",2015,1,1,4,NA,"UG/M3","1 Hr","Missing",NA
"5","Hanoi","PM2.5 - Principal","2015-01-01T05:00:00Z",2015,1,1,5,NA,"UG/M3","1 Hr","Missing",NA
"6","Hanoi","PM2.5 - Principal","2015-01-01T06:00:00Z",2015,1,1,6,NA,"UG/M3","1 Hr","Missing",NA
"7","Hanoi","PM2.5 - Principal","2015-01-01T07:00:00Z",2015,1,1,7,NA,"UG/M3","1 Hr","Missing",NA
"8","Hanoi","PM2.5 - Principal","2015-01-01T08:00:00Z",2015,1,1,8,NA,"UG/M3","1 Hr","Missing",NA
"9","Hanoi","PM2.5 - Principal","2015-01-01T09:00:00Z",2015,1,1,9,NA,"UG/M3","1 Hr","Missing",NA
"10","Hanoi","PM2.5 - Principal","2015-01-01T10:00:00Z",2015,1,1,10,NA,"UG/M3","1 Hr","Missing",NA
"11","Hanoi","PM2.5 - Principal","2015-01-01T11:00:00Z",2015,1,1,11,NA,"UG/M3","1 Hr","Missing",NA
"12","Hanoi","PM2.5 - Principal","2015-01-01T12:00:00Z",2015,1,1,12,NA,"UG/M3","1 Hr","Missing",NA
"13","Hanoi","PM2.5 - Principal","2015-01-01T13:00:00Z",2015,1,1,13,NA,"UG/M3","1 Hr","Missing",NA
"14","Hanoi","PM2.5 - Principal","2015-01-01T14:00:00Z",2015,1,1,14,NA,"UG/M3","1 Hr","Missing",NA
"15","Hanoi","PM2.5 - Principal","2015-01-01T15:00:00Z",2015,1,1,15,NA,"UG/M3","1 Hr","Missing",NA
"16","Hanoi","PM2.5 - Principal","2015-01-01T16:00:00Z",2015,1,1,16,NA,"UG/M3","1 Hr","Missing",NA
"17","Hanoi","PM2.5 - Principal","2015-01-01T17:00:00Z",2015,1,1,17,NA,"UG/M3","1 Hr","Missing",NA
"18","Hanoi","PM2.5 - Principal","2015-01-01T18:00:00Z",2015,1,1,18,NA,"UG/M3","1 Hr","Missing",NA
"19","Hanoi","PM2.5 - Principal","2015-01-01T19:00:00Z",2015,1,1,19,NA,"UG/M3","1 Hr","Missing",NA
"20","Hanoi","PM2.5 - Principal","2015-01-01T20:00:00Z",2015,1,1,20,NA,"UG/M3","1 Hr","Missing",NA
"21","Hanoi","PM2.5 - Principal","2015-01-01T21:00:00Z",2015,1,1,21,NA,"UG/M3","1 Hr","Missing",NA
"22","Hanoi","PM2.5 - Principal","2015-01-01T22:00:00Z",2015,1,1,22,NA,"UG/M3","1 Hr","Missing",NA
"23","Hanoi","PM2.5 - Principal","2015-01-01T23:00:00Z",2015,1,1,23,NA,"UG/M3","1 Hr","Missing",NA
"24","Hanoi","PM2.5 - Principal","2015-01-02T00:00:00Z",2015,1,2,0,NA,"UG/M3","1 Hr","Missing",NA
"25","Hanoi","PM2.5 - Principal","2015-01-02T01:00:00Z",2015,1,2,1,NA,"UG/M3","1 Hr","Missing",NA
"26","Hanoi","PM2.5 - Principal","2015-01-02T02:00:00Z",2015,1,2,2,NA,"UG/M3","1 Hr","Missing",NA
"27","Hanoi","PM2.5 - Principal","2015-01-02T03:00:00Z",2015,1,2,3,NA,"UG/M3","1 Hr","Missing",NA
"28","Hanoi","PM2.5 - Principal","2015-01-02T04:00:00Z",2015,1,2,4,NA,"UG/M3","1 Hr","Missing",NA
"29","Hanoi","PM2.5 - Principal","2015-01-02T05:00:00Z",2015,1,2,5,NA,"UG/M3","1 Hr","Missing",NA
"30","Hanoi","PM2.5 - Principal","2015-01-02T06:00:00Z",2015,1,2,6,NA,"UG/M3","1 Hr","Missing",NA
"31","Hanoi","PM2.5 - Principal","2015-01-02T07:00:00Z",2015,1,2,7,NA,"UG/M3","1 Hr","Missing",NA
"32","Hanoi","PM2.5 - Principal","2015-01-02T08:00:00Z",2015,1,2,8,NA,"UG/M3","1 Hr","Missing",NA
"33","Hanoi","PM2.5 - Principal","2015-01-02T09:00:00Z",2015,1,2,9,NA,"UG/M3","1 Hr","Missing",NA
"34","Hanoi","PM2.5 - Principal","2015-01-02T10:00:00Z",2015,1,2,10,NA,"UG/M3","1 Hr","Missing",NA
"35","Hanoi","PM2.5 - Principal","2015-01-02T11:00:00Z",2015,1,2,11,NA,"UG/M3","1 Hr","Missing",NA
"36","Hanoi","PM2.5 - Principal","2015-01-02T12:00:00Z",2015,1,2,12,NA,"UG/M3","1 Hr","Missing",NA
"37","Hanoi","PM2.5 - Principal","2015-01-02T13:00:00Z",2015,1,2,13,NA,"UG/M3","1 Hr","Missing",NA
"38","Hanoi","PM2.5 - Principal","2015-01-02T14:00:00Z",2015,1,2,14,NA,"UG/M3","1 Hr","Missing",NA
"39","Hanoi","PM2.5 - Principal","2015-01-02T15:00:00Z",2015,1,2,15,NA,"UG/M3","1 Hr","Missing",NA
"40","Hanoi","PM2.5 - Principal","2015-01-02T16:00:00Z",2015,1,2,16,NA,"UG/M3","1 Hr","Missing",NA
"41","Hanoi","PM2.5 - Principal","2015-01-02T17:00:00Z",2015,1,2,17,NA,"UG/M3","1 Hr","Missing",NA
"42","Hanoi","PM2.5 - Principal","2015-01-02T18:00:00Z",2015,1,2,18,NA,"UG/M3","1 Hr","Missing",NA
"43","Hanoi","PM2.5 - Principal","2015-01-02T19:00:00Z",2015,1,2,19,NA,"UG/M3","1 Hr","Missing",NA
"44","Hanoi","PM2.5 - Principal","2015-01-02T20:00:00Z",2015,1,2,20,NA,"UG/M3","1 Hr","Missing",NA
"45","Hanoi","PM2.5 - Principal","2015-01-02T21:00:00Z",2015,1,2,21,NA,"UG/M3","1 Hr","Missing",NA
"46","Hanoi","PM2.5 - Principal","2015-01-02T22:00:00Z",2015,1,2,22,NA,"UG/M3","1 Hr","Missing",NA
"47","Hanoi","PM2.5 - Principal","2015-01-02T23:00:00Z",2015,1,2,23,NA,"UG/M3","1 Hr","Missing",NA
"48","Hanoi","PM2.5 - Principal","2015-01-03T00:00:00Z",2015,1,3,0,NA,"UG/M3","1 Hr","Missing",NA
"49","Hanoi","PM2.5 - Principal","2015-01-03T01:00:00Z",2015,1,3,1,NA,"UG/M3","1 Hr","Missing",NA
"50","Hanoi","PM2.5 - Principal","2015-01-03T02:00:00Z",2015,1,3,2,NA,"UG/M3","1 Hr","Missing",NA
"51","Hanoi","PM2.5 - Principal","2015-01-03T03:00:00Z",2015,1,3,3,NA,"UG/M3","1 Hr","Missing",NA
"52","Hanoi","PM2.5 - Principal","2015-01-03T04:00:00Z",2015,1,3,4,NA,"UG/M3","1 Hr","Missing",NA
"53","Hanoi","PM2.5 - Principal","2015-01-03T05:00:00Z",2015,1,3,5,NA,"UG/M3","1 Hr","Missing",NA
"54","Hanoi","PM2.5 - Principal","2015-01-03T06:00:00Z",2015,1,3,6,NA,"UG/M3","1 Hr","Missing",NA
"55","Hanoi","PM2.5 - Principal","2015-01-03T07:00:00Z",2015,1,3,7,NA,"UG/M3","1 Hr","Missing",NA
"56","Hanoi","PM2.5 - Principal","2015-01-03T08:00:00Z",2015,1,3,8,NA,"UG/M3","1 Hr","Missing",NA
"57","Hanoi","PM2.5 - Principal","2015-01-03T09:00:00Z",2015,1,3,9,NA,"UG/M3","1 Hr","Missing",NA
"58","Hanoi","PM2.5 - Principal","2015-01-03T10:00:00Z",2015,1,3,10,NA,"UG/M3","1 Hr","Missing",NA
"59","Hanoi","PM2.5 - Principal","2015-01-03T11:00:00Z",2015,1,3,11,NA,"UG/M3","1 Hr","Missing",NA
"60","Hanoi","PM2.5 - Principal","2015-01-03T12:00:00Z",2015,1,3,12,NA,"UG/M3","1 Hr","Missing",NA
"61","Hanoi","PM2.5 - Principal","2015-01-03T13:00:00Z",2015,1,3,13,NA,"UG/M3","1 Hr","Missing",NA
"62","Hanoi","PM2.5 - Principal","2015-01-03T14:00:00Z",2015,1,3,14,NA,"UG/M3","1 Hr","Missing",NA
"63","Hanoi","PM2.5 - Principal","2015-01-03T15:00:00Z",2015,1,3,15,NA,"UG/M3","1 Hr","Missing",NA
"64","Hanoi","PM2.5 - Principal","2015-01-03T16:00:00Z",2015,1,3,16,NA,"UG/M3","1 Hr","Missing",NA
"65","Hanoi","PM2.5 - Principal","2015-01-03T17:00:00Z",2015,1,3,17,NA,"UG/M3","1 Hr","Missing",NA
"66","Hanoi","PM2.5 - Principal","2015-01-03T18:00:00Z",2015,1,3,18,NA,"UG/M3","1 Hr","Missing",NA
"67","Hanoi","PM2.5 - Principal","2015-01-03T19:00:00Z",2015,1,3,19,NA,"UG/M3","1 Hr","Missing",NA
"68","Hanoi","PM2.5 - Principal","2015-01-03T20:00:00Z",2015,1,3,20,NA,"UG/M3","1 Hr","Missing",NA
"69","Hanoi","PM2.5 - Principal","2015-01-03T21:00:00Z",2015,1,3,21,NA,"UG/M3","1 Hr","Missing",NA
"70","Hanoi","PM2.5 - Principal","2015-01-03T22:00:00Z",2015,1,3,22,NA,"UG/M3","1 Hr","Missing",NA
"71","Hanoi","PM2.5 - Principal","2015-01-03T23:00:00Z",2015,1,3,23,NA,"UG/M3","1 Hr","Missing",NA
"72","Hanoi","PM2.5 - Principal","2015-01-04T00:00:00Z",2015,1,4,0,NA,"UG/M3","1 Hr","Missing",NA
"73","Hanoi","PM2.5 - Principal","2015-01-04T01:00:00Z",2015,1,4,1,NA,"UG/M3","1 Hr","Missing",NA
"74","Hanoi","PM2.5 - Principal","2015-01-04T02:00:00Z",2015,1,4,2,NA,"UG/M3","1 Hr","Missing",NA
"75","Hanoi","PM2.5 - Principal","2015-01-04T03:00:00Z",2015,1,4,3,NA,"UG/M3","1 Hr","Missing",NA
"76","Hanoi","PM2.5 - Principal","2015-01-04T04:00:00Z",2015,1,4,4,NA,"UG/M3","1 Hr","Missing",NA
"77","Hanoi","PM2.5 - Principal","2015-01-04T05:00:00Z",2015,1,4,5,NA,"UG/M3","1 Hr","Missing",NA
"78","Hanoi","PM2.5 - Principal","2015-01-04T06:00:00Z",2015,1,4,6,NA,"UG/M3","1 Hr","Missing",NA
"79","Hanoi","PM2.5 - Principal","2015-01-04T07:00:00Z",2015,1,4,7,NA,"UG/M3","1 Hr","Missing",NA
"80","Hanoi","PM2.5 - Principal","2015-01-04T08:00:00Z",2015,1,4,8,NA,"UG/M3","1 Hr","Missing",NA
"81","Hanoi","PM2.5 - Principal","2015-01-04T09:00:00Z",2015,1,4,9,NA,"UG/M3","1 Hr","Missing",NA
"82","Hanoi","PM2.5 - Principal","2015-01-04T10:00:00Z",2015,1,4,10,NA,"UG/M3","1 Hr","Missing",NA
"83","Hanoi","PM2.5 - Principal","2015-01-04T11:00:00Z",2015,1,4,11,NA,"UG/M3","1 Hr","Missing",NA
"84","Hanoi","PM2.5 - Principal","2015-01-04T12:00:00Z",2015,1,4,12,NA,"UG/M3","1 Hr","Missing",NA
"85","Hanoi","PM2.5 - Principal","2015-01-04T13:00:00Z",2015,1,4,13,NA,"UG/M3","1 Hr","Missing",NA
"86","Hanoi","PM2.5 - Principal","2015-01-04T14:00:00Z",2015,1,4,14,NA,"UG/M3","1 Hr","Missing",NA
"87","Hanoi","PM2.5 - Principal","2015-01-04T15:00:00Z",2015,1,4,15,NA,"UG/M3","1 Hr","Missing",NA
"88","Hanoi","PM2.5 - Principal","2015-01-04T16:00:00Z",2015,1,4,16,NA,"UG/M3","1 Hr","Missing",NA
"89","Hanoi","PM2.5 - Principal","2015-01-04T17:00:00Z",2015,1,4,17,NA,"UG/M3","1 Hr","Missing",NA
"90","Hanoi","PM2.5 - Principal","2015-01-04T18:00:00Z",2015,1,4,18,NA,"UG/M3","1 Hr","Missing",NA
"91","Hanoi","PM2.5 - Principal","2015-01-04T19:00:00Z",2015,1,4,19,NA,"UG/M3","1 Hr","Missing",NA
"92","Hanoi","PM2.5 - Principal","2015-01-04T20:00:00Z",2015,1,4,20,NA,"UG/M3","1 Hr","Missing",NA
"93","Hanoi","PM2.5 - Principal","2015-01-04T21:00:00Z",2015,1,4,21,NA,"UG/M3","1 Hr","Missing",NA
"94","Hanoi","PM2.5 - Principal","2015-01-04T22:00:00Z",2015,1,4,22,NA,"UG/M3","1 Hr","Missing",NA
"95","Hanoi","PM2.5 - Principal","2015-01-04T23:00:00Z",2015,1,4,23,NA,"UG/M3","1 Hr","Missing",NA
"96","Hanoi","PM2.5 - Principal","2015-01-05T00:00:00Z",2015,1,5,0,NA,"UG/M3","1 Hr","Missing",NA
"97","Hanoi","PM2.5 - Principal","2015-01-05T01:00:00Z",2015,1,5,1,NA,"UG/M3","1 Hr","Missing",NA
"98","Hanoi","PM2.5 - Principal","2015-01-05T02:00:00Z",2015,1,5,2,NA,"UG/M3","1 Hr","Missing",NA
"99","Hanoi","PM2.5 - Principal","2015-01-05T03:00:00Z",2015,1,5,3,NA,"UG/M3","1 Hr","Missing",NA
"100","Hanoi","PM2.5 - Principal","2015-01-05T04:00:00Z",2015,1,5,4,NA,"UG/M3","1 Hr","Missing",NA
"101","Hanoi","PM2.5 - Principal","2015-01-05T05:00:00Z",2015,1,5,5,NA,"UG/M3","1 Hr","Missing",NA
"102","Hanoi","PM2.5 - Principal","2015-01-05T06:00:00Z",2015,1,5,6,NA,"UG/M3","1 Hr","Missing",NA
"103","Hanoi","PM2.5 - Principal","2015-01-05T07:00:00Z",2015,1,5,7,NA,"UG/M3","1 Hr","Missing",NA
"104","Hanoi","PM2.5 - Principal","2015-01-05T08:00:00Z",2015,1,5,8,NA,"UG/M3","1 Hr","Missing",NA
"105","Hanoi","PM2.5 - Principal","2015-01-05T09:00:00Z",2015,1,5,9,NA,"UG/M3","1 Hr","Missing",NA
"106","Hanoi","PM2.5 - Principal","2015-01-05T10:00:00Z",2015,1,5,10,NA,"UG/M3","1 Hr","Missing",NA
"107","Hanoi","PM2.5 - Principal","2015-01-05T11:00:00Z",2015,1,5,11,NA,"UG/M3","1 Hr","Missing",NA
"108","Hanoi","PM2.5 - Principal","2015-01-05T12:00:00Z",2015,1,5,12,NA,"UG/M3","1 Hr","Missing",NA
"109","Hanoi","PM2.5 - Principal","2015-01-05T13:00:00Z",2015,1,5,13,NA,"UG/M3","1 Hr","Missing",NA
"110","Hanoi","PM2.5 - Principal","2015-01-05T14:00:00Z",2015,1,5,14,NA,"UG/M3","1 Hr","Missing",NA
"111","Hanoi","PM2.5 - Principal","2015-01-05T15:00:00Z",2015,1,5,15,NA,"UG/M3","1 Hr","Missing",NA
"112","Hanoi","PM2.5 - Principal","2015-01-05T16:00:00Z",2015,1,5,16,NA,"UG/M3","1 Hr","Missing",NA
"113","Hanoi","PM2.5 - Principal","2015-01-05T17:00:00Z",2015,1,5,17,NA,"UG/M3","1 Hr","Missing",NA
"114","Hanoi","PM2.5 - Principal","2015-01-05T18:00:00Z",2015,1,5,18,NA,"UG/M3","1 Hr","Missing",NA
"115","Hanoi","PM2.5 - Principal","2015-01-05T19:00:00Z",2015,1,5,19,NA,"UG/M3","1 Hr","Missing",NA
"116","Hanoi","PM2.5 - Principal","2015-01-05T20:00:00Z",2015,1,5,20,NA,"UG/M3","1 Hr","Missing",NA
"117","Hanoi","PM2.5 - Principal","2015-01-05T21:00:00Z",2015,1,5,21,NA,"UG/M3","1 Hr","Missing",NA
"118","Hanoi","PM2.5 - Principal","2015-01-05T22:00:00Z",2015,1,5,22,NA,"UG/M3","1 Hr","Missing",NA
"119","Hanoi","PM2.5 - Principal","2015-01-05T23:00:00Z",2015,1,5,23,NA,"UG/M3","1 Hr","Missing",NA
"120","Hanoi","PM2.5 - Principal","2015-01-06T00:00:00Z",2015,1,6,0,NA,"UG/M3","1 Hr","Missing",NA
"121","Hanoi","PM2.5 - Principal","2015-01-06T01:00:00Z",2015,1,6,1,NA,"UG/M3","1 Hr","Missing",NA
"122","Hanoi","PM2.5 - Principal","2015-01-06T02:00:00Z",2015,1,6,2,NA,"UG/M3","1 Hr","Missing",NA
"123","Hanoi","PM2.5 - Principal","2015-01-06T03:00:00Z",2015,1,6,3,NA,"UG/M3","1 Hr","Missing",NA
"124","Hanoi","PM2.5 - Principal","2015-01-06T04:00:00Z",2015,1,6,4,NA,"UG/M3","1 Hr","Missing",NA
"125","Hanoi","PM2.5 - Principal","2015-01-06T05:00:00Z",2015,1,6,5,NA,"UG/M3","1 Hr","Missing",NA
"126","Hanoi","PM2.5 - Principal","2015-01-06T06:00:00Z",2015,1,6,6,NA,"UG/M3","1 Hr","Missing",NA
"127","Hanoi","PM2.5 - Principal","2015-01-06T07:00:00Z",2015,1,6,7,NA,"UG/M3","1 Hr","Missing",NA
"128","Hanoi","PM2.5 - Principal","2015-01-06T08:00:00Z",2015,1,6,8,NA,"UG/M3","1 Hr","Missing",NA
"129","Hanoi","PM2.5 - Principal","2015-01-06T09:00:00Z",2015,1,6,9,NA,"UG/M3","1 Hr","Missing",NA
"130","Hanoi","PM2.5 - Principal","2015-01-06T10:00:00Z",2015,1,6,10,NA,"UG/M3","1 Hr","Missing",NA
"131","Hanoi","PM2.5 - Principal","2015-01-06T11:00:00Z",2015,1,6,11,NA,"UG/M3","1 Hr","Missing",NA
"132","Hanoi","PM2.5 - Principal","2015-01-06T12:00:00Z",2015,1,6,12,NA,"UG/M3","1 Hr","Missing",NA
"133","Hanoi","PM2.5 - Principal","2015-01-06T13:00:00Z",2015,1,6,13,NA,"UG/M3","1 Hr","Missing",NA
"134","Hanoi","PM2.5 - Principal","2015-01-06T14:00:00Z",2015,1,6,14,NA,"UG/M3","1 Hr","Missing",NA
"135","Hanoi","PM2.5 - Principal","2015-01-06T15:00:00Z",2015,1,6,15,NA,"UG/M3","1 Hr","Missing",NA
"136","Hanoi","PM2.5 - Principal","2015-01-06T16:00:00Z",2015,1,6,16,NA,"UG/M3","1 Hr","Missing",NA
"137","Hanoi","PM2.5 - Principal","2015-01-06T17:00:00Z",2015,1,6,17,NA,"UG/M3","1 Hr","Missing",NA
"138","Hanoi","PM2.5 - Principal","2015-01-06T18:00:00Z",2015,1,6,18,NA,"UG/M3","1 Hr","Missing",NA
"139","Hanoi","PM2.5 - Principal","2015-01-06T19:00:00Z",2015,1,6,19,NA,"UG/M3","1 Hr","Missing",NA
"140","Hanoi","PM2.5 - Principal","2015-01-06T20:00:00Z",2015,1,6,20,NA,"UG/M3","1 Hr","Missing",NA
"141","Hanoi","PM2.5 - Principal","2015-01-06T21:00:00Z",2015,1,6,21,NA,"UG/M3","1 Hr","Missing",NA
"142","Hanoi","PM2.5 - Principal","2015-01-06T22:00:00Z",2015,1,6,22,NA,"UG/M3","1 Hr","Missing",NA
"143","Hanoi","PM2.5 - Principal","2015-01-06T23:00:00Z",2015,1,6,23,NA,"UG/M3","1 Hr","Missing",NA
"144","Hanoi","PM2.5 - Principal","2015-01-07T00:00:00Z",2015,1,7,0,NA,"UG/M3","1 Hr","Missing",NA
"145","Hanoi","PM2.5 - Principal","2015-01-07T01:00:00Z",2015,1,7,1,NA,"UG/M3","1 Hr","Missing",NA
"146","Hanoi","PM2.5 - Principal","2015-01-07T02:00:00Z",2015,1,7,2,NA,"UG/M3","1 Hr","Missing",NA
"147","Hanoi","PM2.5 - Principal","2015-01-07T03:00:00Z",2015,1,7,3,NA,"UG/M3","1 Hr","Missing",NA
"148","Hanoi","PM2.5 - Principal","2015-01-07T04:00:00Z",2015,1,7,4,NA,"UG/M3","1 Hr","Missing",NA
"149","Hanoi","PM2.5 - Principal","2015-01-07T05:00:00Z",2015,1,7,5,NA,"UG/M3","1 Hr","Missing",NA
"150","Hanoi","PM2.5 - Principal","2015-01-07T06:00:00Z",2015,1,7,6,NA,"UG/M3","1 Hr","Missing",NA
"151","Hanoi","PM2.5 - Principal","2015-01-07T07:00:00Z",2015,1,7,7,NA,"UG/M3","1 Hr","Missing",NA
"152","Hanoi","PM2.5 - Principal","2015-01-07T08:00:00Z",2015,1,7,8,NA,"UG/M3","1 Hr","Missing",NA
"153","Hanoi","PM2.5 - Principal","2015-01-07T09:00:00Z",2015,1,7,9,NA,"UG/M3","1 Hr","Missing",NA
"154","Hanoi","PM2.5 - Principal","2015-01-07T10:00:00Z",2015,1,7,10,NA,"UG/M3","1 Hr","Missing",NA
"155","Hanoi","PM2.5 - Principal","2015-01-07T11:00:00Z",2015,1,7,11,NA,"UG/M3","1 Hr","Missing",NA
"156","Hanoi","PM2.5 - Principal","2015-01-07T12:00:00Z",2015,1,7,12,NA,"UG/M3","1 Hr","Missing",NA
"157","Hanoi","PM2.5 - Principal","2015-01-07T13:00:00Z",2015,1,7,13,NA,"UG/M3","1 Hr","Missing",NA
"158","Hanoi","PM2.5 - Principal","2015-01-07T14:00:00Z",2015,1,7,14,NA,"UG/M3","1 Hr","Missing",NA
"159","Hanoi","PM2.5 - Principal","2015-01-07T15:00:00Z",2015,1,7,15,NA,"UG/M3","1 Hr","Missing",NA
"160","Hanoi","PM2.5 - Principal","2015-01-07T16:00:00Z",2015,1,7,16,NA,"UG/M3","1 Hr","Missing",NA
"161","Hanoi","PM2.5 - Principal","2015-01-07T17:00:00Z",2015,1,7,17,NA,"UG/M3","1 Hr","Missing",NA
"162","Hanoi","PM2.5 - Principal","2015-01-07T18:00:00Z",2015,1,7,18,NA,"UG/M3","1 Hr","Missing",NA
"163","Hanoi","PM2.5 - Principal","2015-01-07T19:00:00Z",2015,1,7,19,NA,"UG/M3","1 Hr","Missing",NA
"164","Hanoi","PM2.5 - Principal","2015-01-07T20:00:00Z",2015,1,7,20,NA,"UG/M3","1 Hr","Missing",NA
"165","Hanoi","PM2.5 - Principal","2015-01-07T21:00:00Z",2015,1,7,21,NA,"UG/M3","1 Hr","Missing",NA
"166","Hanoi","PM2.5 - Principal","2015-01-07T22:00:00Z",2015,1,7,22,NA,"UG/M3","1 Hr","Missing",NA
"167","Hanoi","PM2.5 - Principal","2015-01-07T23:00:00Z",2015,1,7,23,NA,"UG/M3","1 Hr","Missing",NA
"168","Hanoi","PM2.5 - Principal","2015-01-08T00:00:00Z",2015,1,8,0,NA,"UG/M3","1 Hr","Missing",NA
"169","Hanoi","PM2.5 - Principal","2015-01-08T01:00:00Z",2015,1,8,1,NA,"UG/M3","1 Hr","Missing",NA
"170","Hanoi","PM2.5 - Principal","2015-01-08T02:00:00Z",2015,1,8,2,NA,"UG/M3","1 Hr","Missing",NA
"171","Hanoi","PM2.5 - Principal","2015-01-08T03:00:00Z",2015,1,8,3,NA,"UG/M3","1 Hr","Missing",NA
"172","Hanoi","PM2.5 - Principal","2015-01-08T04:00:00Z",2015,1,8,4,NA,"UG/M3","1 Hr","Missing",NA
"173","Hanoi","PM2.5 - Principal","2015-01-08T05:00:00Z",2015,1,8,5,NA,"UG/M3","1 Hr","Missing",NA
"174","Hanoi","PM2.5 - Principal","2015-01-08T06:00:00Z",2015,1,8,6,NA,"UG/M3","1 Hr","Missing",NA
"175","Hanoi","PM2.5 - Principal","2015-01-08T07:00:00Z",2015,1,8,7,NA,"UG/M3","1 Hr","Missing",NA
"176","Hanoi","PM2.5 - Principal","2015-01-08T08:00:00Z",2015,1,8,8,NA,"UG/M3","1 Hr","Missing",NA
"177","Hanoi","PM2.5 - Principal","2015-01-08T09:00:00Z",2015,1,8,9,NA,"UG/M3","1 Hr","Missing",NA
"178","Hanoi","PM2.5 - Principal","2015-01-08T10:00:00Z",2015,1,8,10,NA,"UG/M3","1 Hr","Missing",NA
"179","Hanoi","PM2.5 - Principal","2015-01-08T11:00:00Z",2015,1,8,11,NA,"UG/M3","1 Hr","Missing",NA
"180","Hanoi","PM2.5 - Principal","2015-01-08T12:00:00Z",2015,1,8,12,NA,"UG/M3","1 Hr","Missing",NA
"181","Hanoi","PM2.5 - Principal","2015-01-08T13:00:00Z",2015,1,8,13,NA,"UG/M3","1 Hr","Missing",NA
"182","Hanoi","PM2.5 - Principal","2015-01-08T14:00:00Z",2015,1,8,14,NA,"UG/M3","1 Hr","Missing",NA
"183","Hanoi","PM2.5 - Principal","2015-01-08T15:00:00Z",2015,1,8,15,NA,"UG/M3","1 Hr","Missing",NA
"184","Hanoi","PM2.5 - Principal","2015-01-08T16:00:00Z",2015,1,8,16,NA,"UG/M3","1 Hr","Missing",NA
"185","Hanoi","PM2.5 - Principal","2015-01-08T17:00:00Z",2015,1,8,17,NA,"UG/M3","1 Hr","Missing",NA
"186","Hanoi","PM2.5 - Principal","2015-01-08T18:00:00Z",2015,1,8,18,NA,"UG/M3","1 Hr","Missing",NA
"187","Hanoi","PM2.5 - Principal","2015-01-08T19:00:00Z",2015,1,8,19,NA,"UG/M3","1 Hr","Missing",NA
"188","Hanoi","PM2.5 - Principal","2015-01-08T20:00:00Z",2015,1,8,20,NA,"UG/M3","1 Hr","Missing",NA
"189","Hanoi","PM2.5 - Principal","2015-01-08T21:00:00Z",2015,1,8,21,NA,"UG/M3","1 Hr","Missing",NA
"190","Hanoi","PM2.5 - Principal","2015-01-08T22:00:00Z",2015,1,8,22,NA,"UG/M3","1 Hr","Missing",NA
"191","Hanoi","PM2.5 - Principal","2015-01-08T23:00:00Z",2015,1,8,23,NA,"UG/M3","1 Hr","Missing",NA
"192","Hanoi","PM2.5 - Principal","2015-01-09T00:00:00Z",2015,1,9,0,NA,"UG/M3","1 Hr","Missing",NA
"193","Hanoi","PM2.5 - Principal","2015-01-09T01:00:00Z",2015,1,9,1,NA,"UG/M3","1 Hr","Missing",NA
"194","Hanoi","PM2.5 - Principal","2015-01-09T02:00:00Z",2015,1,9,2,NA,"UG/M3","1 Hr","Missing",NA
"195","Hanoi","PM2.5 - Principal","2015-01-09T03:00:00Z",2015,1,9,3,NA,"UG/M3","1 Hr","Missing",NA
"196","Hanoi","PM2.5 - Principal","2015-01-09T04:00:00Z",2015,1,9,4,NA,"UG/M3","1 Hr","Missing",NA
"197","Hanoi","PM2.5 - Principal","2015-01-09T05:00:00Z",2015,1,9,5,NA,"UG/M3","1 Hr","Missing",NA
"198","Hanoi","PM2.5 - Principal","2015-01-09T06:00:00Z",2015,1,9,6,NA,"UG/M3","1 Hr","Missing",NA
"199","Hanoi","PM2.5 - Principal","2015-01-09T07:00:00Z",2015,1,9,7,NA,"UG/M3","1 Hr","Missing",NA
"200","Hanoi","PM2.5 - Principal","2015-01-09T08:00:00Z",2015,1,9,8,NA,"UG/M3","1 Hr","Missing",NA
"201","Hanoi","PM2.5 - Principal","2015-01-09T09:00:00Z",2015,1,9,9,NA,"UG/M3","1 Hr","Missing",NA
"202","Hanoi","PM2.5 - Principal","2015-01-09T10:00:00Z",2015,1,9,10,NA,"UG/M3","1 Hr","Missing",NA
"203","Hanoi","PM2.5 - Principal","2015-01-09T11:00:00Z",2015,1,9,11,NA,"UG/M3","1 Hr","Missing",NA
"204","Hanoi","PM2.5 - Principal","2015-01-09T12:00:00Z",2015,1,9,12,NA,"UG/M3","1 Hr","Missing",NA
"205","Hanoi","PM2.5 - Principal","2015-01-09T13:00:00Z",2015,1,9,13,NA,"UG/M3","1 Hr","Missing",NA
"206","Hanoi","PM2.5 - Principal","2015-01-09T14:00:00Z",2015,1,9,14,NA,"UG/M3","1 Hr","Missing",NA
"207","Hanoi","PM2.5 - Principal","2015-01-09T15:00:00Z",2015,1,9,15,NA,"UG/M3","1 Hr","Missing",NA
"208","Hanoi","PM2.5 - Principal","2015-01-09T16:00:00Z",2015,1,9,16,NA,"UG/M3","1 Hr","Missing",NA
